GEOID,County,2019,2023
40119,Payne County,40982,87505
40125,Pottawatomie County,37536,151288
40037,Creek County,36306,58823
40109,Oklahoma County,407004,37097
40131,Rogers County,46468,33678
40027,Cleveland County,141914,412020
40031,Comanche County,57036,41743
40145,Wagoner County,40786,38502
40101,Muskogee County,34528,50234
40017,Canadian County,74915,347933
40143,Tulsa County,333513,44407
