GEOID,NAME,B01001A_017E,B01001A_017M,B01001B_017E,B01001B_017M,B01001C_017E,B01001C_017M,B01001D_017E,B01001D_017M,B01001E_017E,B01001E_017M,B01001F_017E,B01001F_017M,B01001G_017E,B01001G_017M,B01001I_017E,B01001I_017M,B01001H_017E,B01001H_017M
40,Oklahoma,1444452,4848,143928,3744,162179,4199,48677,2229,NA,NA,43598,4007,149327,6272,208049,1910,1304228,1534
